main,title,period,duration of work,workplace,type,tag,expert,url
엔지니어링,반려동물용 가전제품의 품질관리 프로세스 단기자문,2/22/2021, 1주일 이내,회사 (서울특별시  송파구),1회 4시간 미팅,"품질보증, qa, 개발, 설계, 소형가전","11명의 전문가님,품질보증외 4개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2558
전문가,"의료용 용기 Test, Certificate, QC 관련 자문",2/8/2021, 1개월 이내,협의/기타,자문 내용에 따라 근무 장소 및 형태 상이함,의료용시험,제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2581
인사/총무,"식품 제조 판매 회사의 경영지원, 총무 분야 자문",2/8/2021, 3개월 이내,협의/기타,협의,"식품, 회계, 재무, 총무, 경영지원","총무, 재무/회계/자금, 세무 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2597
인사/총무,"종합 가전회사의 인사평가, 보상, 진급 시스템 수립",2/8/2021, 6개월 이내,협의/기타,협의,"인사, 인사평가, 보상, 승진, 진급, 인사시스템, 가전, 변화관리",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2598
경영전략/신사업,신규 솔루션 사업 기획,2/8/2021, 3개월 이내,협의/기타,총 8시간 내외의 미팅 + 출근/재택 11일(각 8시간),"사업기획, 온라인마케팅, 솔루션사업컨설팅, 온라인사업기획, 온라인신사업, 온라인","신규사업/BD, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2370
경영전략/신사업,플랫폼 비즈니스 사업전략 자문,2/8/2021, 3개월 이내,협의/기타,1회 풀타임 미팅 + 3회 화상미팅,"플랫폼전략, 서비스플랫폼구축기획, 플랫폼, 플랫폼비즈니스, 신규사업사업성검토, 사업성검토",신규사업/BD 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2465
Other,기계설비 제조 및 설계 회사의 설비 영업 자문,2/8/2021, 6개월 이상,회사 (서울특별시  강서구),협의,"B2B영업, 기계설비, 건설, 해외플랜트, 2차전지, 수소경제, 삼성엔지니어링, 제련소","엔지니어링, B2B영업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2518
영업/구매/유통,한국산 보건 마스크 수출을 위한 글로벌 바이어 서칭 및 대응,2/8/2021, 1개월 이내,협의/기타,월 4회 2시간 자문 또는 협의,"마스크수출, 글로벌바이어서칭, 해외바이어미팅, 수출무역","해외영업/무역, B2B영업, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2523
법무/대정부,청년창업 및 공장신축 정부정책자금 지원 확보 자문,2/8/2021, 1개월 이내,협의/기타,협의 (자율 근무),"정부정책자금, 청년창업, 정부지원사업",정부지원사업 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2525
엔지니어링,"식품 제조 판매 회사의 구매, 생산, 물류 관리 자문",2/8/2021, 3개월 이내,협의/기타,협의,"식품, 생산관리, 물류, 공장신축, 생산설비, 품질","생산/제조, 품질/안전, 공장신축 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2537
인사/총무,IT스타트업 성과관리 시스템 및 연봉 테이블 구축,2/8/2021, 1개월 이내,협의/기타,협의,"스타트업, 인사, 성과관리, kpi, 연봉, 인센티브",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2550
마케팅,의류분야 온라인마케팅 전문가 (골프 프리미엄 의류 브랜드),2/8/2021, 3개월 이내,협의/기타,협의 (서울시 종로구),"마케팅, 온라인마케팅, 디지털마케팅, SNS마케팅, 퍼포먼스마케팅, 스토어팜, 인스타그램, 골프, 의류, 브랜드","온라인마케팅, 마케팅전략/브랜딩, 상품기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2553
경영전략/신사업,글로벌 B2B IT 솔루션 채널 마케팅 컨설팅,2/8/2021, 3개월 이내,협의/기타,협의 (서울시 마포구),"글로벌솔루션, IT솔루션, SOLUTION, 채널마케팅, 파트너쉽, partnership, b2b, Vendor","신규사업/BD, 마케팅전략/브랜딩, 상품기획, PM 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2554
엔지니어링,샤시 제조기업의 재고관리 정확도 향상방안 자문,2/4/2021, 1개월 이내,회사 (경기도  광주시),회사방문 자문,"재고관리, 완제품제고, 생산관리, 샤시, 도어, 생산성향상, 원가절감, 생산계획","생산/제조, 품질/안전 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2556
전문가,국어 온라인 컨텐츠 서비스,2/2/2021, 3개월 이내,협의/기타,주1회 풀타임 근무 + 재택,"자기주도학습, 국어, 비대면, 1:1, 개별맞춤",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2551
전문가,"B2B 영업/마케팅, 조직 세팅, 전략 수립을 위한 전문가 자문",2/1/2021, 6개월 이내,회사 (서울특별시  종로구),"회사방문자문, 협의가능","제약, 바이오, b2b, 영업, 마케팅",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2564
전문가,물류센터 신축 CM업체 계약 자문,2/1/2021, 1개월 이내,회사 (서울특별시  강남구),"회사방문 자문, 협의 가능","물류센터, 건축, CM",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2595
전문가,e비즈니스 전략방향 자문/강의 프로젝트,2/1/2021, 3개월 이내,회사 (서울특별시  용산구),주 1회 근무,"e비즈니스, 온라인쇼핑몰, 쇼핑몰, 쇼핑몰운영, 온라인비즈니스, 온라인마케팅","12명의 전문가님, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2364
경영전략/신사업,"가구 유통, 수입, 제조를 위한 자문",2/1/2021, 6개월 이내,회사 (서울특별시  용산구),주 1회 풀타임,"가구유통, 가구제조, 가구, 침대, 침구","신규사업/BD, 해외영업/무역 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2455
Other,반려동물용 가전제품의 마케팅 자문,2/1/2021, 3개월 이내,협의/기타,협의,"반려동물, 애견용품, 애묘용품, 디지털마케팅, 온라인마케팅, 해외제품및브랜드소싱",온라인마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2457
재무/투자,자동차부품 제조사 전사 컨트롤러 채용,2/1/2021, 6개월 이내,회사 (경상북도  경산시),상근,"자동차, 자동차부품, cfo","재무/회계/자금, 원가관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2489
전문가,IOT 의료용기 배터리 관련 자문,2/18/2021, 1주일 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","품질보증, 배터리부품, 품질관리",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2561
경영전략/신사업,스타트업 투자 유치 전문가,2/18/2021, 3개월 이내,협의/기타,월2회 자문(회당 1.5시간~2시간),"투자준비, 투자유치, 기업신용심사/벤처투자심사, 소상공인창업","신규사업/BD, 투자/IPO 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2605
전문가,정부과제 프로젝트 서류 틀 잡기 및 작성,2/18/2021, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","스마트공장/정책자금/신제품개발사업/환경/, 정부과제, 정책자금",제안받으신 전문가님 134명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2621
경영전략/신사업,신상품 런칭 및 사업화 전문가,2/18/2021, 1개월 이내,협의/기타,주 2~3일 자유근무,"아이디어, 창업, 신사업, 컨설팅, 경영전략, 정부지원사업, 사업계획서, 해외진출, 인증, 마케팅",신규사업/BD 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2664
법무/대정부,정부 R&D과제 사업 제안을 위한 사업계획서 및 예산 리뷰,2/18/2021, 1주일 이내,자택,총 2-3회 자문,"정부사업, r&d, 사업계획서, 사업관리, isp","3명의 전문가님,정부사업외 4개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2673
재무/투자,스마트팩토리 솔루션 기업의 자금유치 자문,2/18/2021, 3개월 이내,협의/기타,월4회 자문(대면/비대면) + 내근 업무,"투자, ipo, 전략수립, 투자제안서작성, 사업계획, vc, ir, 자금유치, 투자자문",투자/IPO 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2515
전문가,"반도체 공정, 영업 전문가",2/18/2021, 3개월 이내,회사 (서울특별시  송파구),주2회 Half Day근무,"반도체, 반도체설비, 반도체공정",제안받으신 전문가님 83명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2541
전문가,"프랜차이즈 사업 기획,관리 전문가(외주용역 사업 프랜차이즈)",2/16/2021, 1개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함",프랜차이즈,제안받으신 전문가님 140명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2471
전문가,바이오벤처 오픈이노베이션 전문가 자문,2/15/2021, 6개월 이내,협의/기타,월 2회 4시간 자문,"줄기세포, 바이오의약품, 제약회사, 오픈이노베이션",제안받으신 전문가님 106명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2322
엔지니어링,"독일계 한국지사의 자동차업계, 제조업계향 Sales Manager 채용 (머신비젼 솔루션)",2/15/2021, 6개월 이상,회사 (경기도  의왕시),"정규직, 상근","솔루션영업, 머신비젼, 글로벌기업, 자동차, 전기전자, 철강, 제조, 품질, 영업, 표면검사","B2B영업, 생산/제조, 품질/안전, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2579
전문가,애견 쇼핑몰 스타트업 런칭/마케팅 및 운영시스템 구축,2/15/2021, 1개월 이내,협의/기타,협의 가능,"쇼핑몰, 글로벌쇼핑몰, 온라인쇼핑몰운영, 쇼핑몰관리, 스타트업마케팅, 스타트업런칭, 신상품런칭",제안받으신 전문가님 118명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2594
영업/구매/유통,광명 테이크호텔 TF팀 (무역 실무 전문가) - 재공고,2/15/2021, 6개월 이내,협의/기타,"주 2회 상근, 화상 회의 등","호텔, 무역, 관세사, 중국, 직수입, 중국공장, 구매대행, 해외소싱","해외영업/무역, 구매 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2615
마케팅,돈육을 활용한 식품분야 신제품 개발 전문가 모집,2/15/2021, 6개월 이내,협의/기타,협의,"돈육, 돼지고기, 신제품개발, 신제품개발기획, hmr, 밀키트, 가공식품","상품기획, 마케팅전략/브랜딩 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2616
경영전략/신사업,2021년 사업계획서 작성 및 관리방안,2/15/2021, 1개월 이내,회사 (서울특별시  서초구),주 2회,"사업계획서, IR자료",경영전략/관리 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2619
법무/대정부,식품 분야 멸균 탱크 특허출원 대행,2/15/2021, 6개월 이상,협의/기타,필요시 방문미팅 및 자율근무,"특허등록, 특허출원, 출원, 특허, 출원대행",기술/특허 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2441
Other,인테리어 자재 기업의 디지털 마케팅 자문,2/15/2021, 6개월 이내,회사 (경기도  광주시),주 1회 Client 사무실 근무,"디지털마케팅, 온라인마케팅, 퍼포먼스마케팅, SNS마케팅",온라인마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2453
엔지니어링,"피부 주사제 필러 개발, 생산, 품질 전문가",2/15/2021, 3개월 이내,회사 (경기도  부천시),주 1회 회사방문 및 기타협의,"히알루론산, 연구, 개발, 고분자, 생산, 필러, 품질, 제약, 바이오, 피부미용","생산/제조, 연구개발/설계 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2524
IT,"라이브커머스 웹, 모바일 앱 사업, 기획, 운영 자문",2/8/2021, 3개월 이내,회사 (서울특별시  강남구),협의,"라이브커머스, 이커머스, 웹, 앱, 서비스기획, 사업기획, 플랫폼비즈니스, 플랫폼기획, 그립, 온라인쇼핑몰","서비스기획, PM, 온라인마케팅, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2566
경영전략/신사업,셀프 네일 스티커 시장 및 기술 관련 자문,2/8/2021, 1개월 이내,협의/기타,매주 3시간 자문,"네일스티커, 인쇄기술, 반경화젤, 셀프네일, 오호라, 젤라또랩, 생산기술, 생산공정","신규사업/BD, 연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2570
엔지니어링,"단열 보온, 보냉 용기 생산 품질관리 전문가",2/8/2021, 3개월 이내,협의/기타,자문 내용에 따라 근무 장소 및 형태 상이함,"생산관리, 품질관리","생산/제조, 품질/안전 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2580
전문가,지역 주택조합 시행 관련 자문,2/1/2021, 3개월 이내,협의/기타,자문 내용에 따라 근무 장소 및 형태 상이함,"부동산개발, 주택조합, 부동산시행",제안받으신 전문가님 34명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2493
