expert,skills
ccbk**,Other
ccbk**,경영전략/신사업
ccbk**,정부지원사업
ccbk**,일반법무
sgj03**,재무/투자
sgj03**,경영전략/신사업
sgj03**,법무/대정부
hanuris**,인사
hanuris**,총무
hanuris**,노무
krchun**,IT
krchun**,M&A/PMI
krchun**,정부지원사업
krchun**,기술/특허
krchun**,온라인마케팅
jumpo**,인사
baesh6**,Other
bluera**,IT
xodid1**,영업/구매/유통
xodid1**,인사
xodid1**,빅데이터/AI
xodid1**,PM
xodid1**,서비스기획
hensley**,노무
hensley**,인사
hensley**,총무
kkn12**,경영전략/신사업
kkn12**,마케팅
kkn12**,IT
ss91**,경영전략/신사업
ss91**,엔지니어링
itcj**,IT
itcj**,정부지원사업
itcj**,신규사업/BD
itcj**,마케팅전략/브랜딩
itcj**,해외영업/무역
kell**,경영전략/신사업
kell**,IT
kell**,시장조사/데이터분석
sdsjo**,IT
sdsjo**,영업/구매/유통
sdsjo**,법무/대정부
ejoo**,마케팅
ejoo**,경영전략/신사업
ejoo**,총무
ejoo**,노무
ejoo**,정부지원사업
lee1956l**,경영전략/신사업
lee1956l**,엔지니어링
lee1956l**,Other
jj3j**,광고/영상디자인
gazet**,경영전략/신사업
gazet**,엔지니어링
gazet**,마케팅
sysh33**,B2B영업
sysh33**,마케팅전략/브랜딩
sysh33**,교육
sysh33**,경영전략/관리
jwpark12**,경영전략/신사업
jwpark12**,엔지니어링
jwpark12**,Other
erickim**,B2C영업
erickim**,마케팅
leo1**,엔지니어링
leo1**,IT
lovenice04**,투자/IPO
lovenice04**,IT
klarac**,마케팅
klarac**,경영전략/신사업
kimlise**,Other
seogm**,마케팅전략/브랜딩
seogm**,상품기획
seogm**,B2B영업
seogm**,해외영업/무역
seogm**,생산/제조
youmania**,경영전략/신사업
youmania**,인사/총무
dfbexport20**,인사/총무
namul**,재무/투자
namul**,경영전략/신사업
namul**,IT
human12**,원가관리
human12**,재무/회계/자금
human12**,인사
human12**,총무
human12**,노무
imna**,경영전략/신사업
imna**,인사/총무
imna**,재무/투자
imna**,물류/유통
imna**,구매
bigsu**,경영전략/신사업
bigsu**,IT
bigsu**,마케팅
dschung09**,경영혁신/PI
dschung09**,온라인마케팅
dschung09**,경영전략/관리
dschung09**,원가관리
dschung09**,재무/회계/자금
nowbest11**,인사/총무
iamclo**,마케팅전략/브랜딩
iamclo**,시장조사/데이터분석
iamclo**,홍보/PR
iamclo**,온라인마케팅
iamclo**,상품기획
ahnup08**,재무/투자
ahnup08**,경영전략/신사업
chj29**,Other
jaiwk**,경영전략/신사업
jaiwk**,영업/구매/유통
jaiwk**,마케팅
osj**,Other
osj**,경영전략/신사업
hkimhk**,엔지니어링
hkimhk**,경영전략/신사업
hkimhk**,IT
mjkim**,경영전략/신사업
mjkim**,마케팅
mjkim**,영업/구매/유통
harrypa**,경영전략/신사업
harrypa**,IT
harrypa**,마케팅
harrypa**,B2C영업
happy**,마케팅
happy**,IT
happy**,경영전략/신사업
endyk**,경영전략/신사업
endyk**,인사/총무
endyk**,재무/투자
hylee**,경영전략/신사업
hylee**,재무/투자
hylee**,IT
dpkang88**,경영전략/신사업
dpkang88**,엔지니어링
xchemen**,영업/구매/유통
xchemen**,디자인/패션
xchemen**,경영전략/신사업
dmlee**,경영전략/신사업
dmlee**,영업/구매/유통
dmlee**,마케팅
smartl**,경영전략/신사업
smartl**,마케팅
smartl**,Other
smartl**,B2B영업
smartl**,공장신축
higemsu10**,영업/구매/유통
higemsu10**,경영전략/신사업
higemsu10**,마케팅
ball24**,IT
ball24**,경영전략/신사업
ball24**,재무/투자
ball24**,제안서/편집디자인
ball24**,Other
outdoor**,마케팅
outdoor**,영업/구매/유통
outdoor**,경영전략/신사업
outdoor**,IT
sjyoon3**,해외영업/무역
sjyoon3**,신규사업/BD
sjyoon3**,B2C영업
sjyoon3**,품질/안전
sjyoon3**,시장조사/데이터분석
nicorn**,신규사업/BD
nicorn**,서비스기획
chois200**,CS
chois200**,경영전략/관리
chois200**,M&A/PMI
chois200**,마케팅전략/브랜딩
chois200**,신규사업/BD
ihc1**,서비스기획
ihc1**,빅데이터/AI
ihc1**,연구개발/설계
tgyphoon**,경영전략/신사업
tgyphoon**,IT
tgyphoon**,영업/구매/유통
tgyphoon**,온라인마케팅
tgyphoon**,Other
JISAN**,경영전략/관리
JISAN**,인사
JISAN**,원가관리
JISAN**,구매
JISAN**,재무/회계/자금
willia**,인사/총무
willia**,경영전략/신사업
willia**,마케팅
onix**,경영전략/신사업
onix**,법무/대정부
onix**,투자/IPO
jsk12**,경영전략/신사업
jsk12**,재무/투자
jsk12**,인사/총무
jsk12**,PM
jsk12**,서비스기획
yss**,영업/구매/유통
ks84**,IT
ks84**,경영전략/신사업
ks84**,연구개발/설계
ks84**,정부지원사업
danie**,경영전략/신사업
danie**,영업/구매/유통
lkjk**,마케팅
lkjk**,경영전략/신사업
lkjk**,영업/구매/유통
steveh**,경영전략/신사업
steveh**,엔지니어링
Trojan**,인사/총무
Trojan**,재무/투자
mew47**,마케팅
mew47**,영업/구매/유통
mew47**,경영전략/신사업
haeilla**,CS
haeilla**,교육
haeilla**,인사
haeilla**,경영혁신/PI
sikpar**,경영전략/신사업
sikpar**,재무/투자
sikpar**,인사/총무
starbu**,경영전략/신사업
starbu**,IT
starbu**,해외영업/무역
starbu**,마케팅전략/브랜딩
starbu**,B2C영업
stevenh**,경영전략/신사업
stevenh**,마케팅
stevenh**,IT
stevenh**,B2C영업
ysjung03**,경영전략/신사업
ysjung03**,마케팅
ysjung03**,재무/투자
escort**,연구개발/설계
escort**,생산/제조
escort**,신규사업/BD
escort**,품질/안전
escort**,상품기획
jcs6**,디자인/패션
refreshingpow**,빅데이터/AI
refreshingpow**,PM
refreshingpow**,서비스기획
refreshingpow**,B2B영업
refreshingpow**,정부지원사업
garden**,재무/회계/자금
garden**,경영전략/관리
garden**,빅데이터/AI
garden**,경영혁신/PI
garden**,PM
jkan**,마케팅전략/브랜딩
jkan**,상품기획
jkan**,온라인마케팅
jkan**,홍보/PR
jkan**,시장조사/데이터분석
itproduc**,서비스기획
itproduc**,마케팅전략/브랜딩
itproduc**,신규사업/BD
itproduc**,경영전략/관리
itproduc**,상품기획
rbh05**,엔지니어링
rbh05**,Other
wklee0044**,인사/총무
wklee0044**,마케팅
wklee0044**,영업/구매/유통
wklee0044**,경영전략/신사업
Waynek**,경영전략/신사업
Waynek**,인사/총무
Waynek**,마케팅
gnsoluti**,경영전략/신사업
gnsoluti**,법무/대정부
gnsoluti**,영업/구매/유통
bwym40**,경영전략/신사업
bwym40**,마케팅
bwym40**,B2B영업
bwym40**,공장신축
Akkok**,연구개발/설계
Akkok**,생산/제조
Akkok**,신규사업/BD
Akkok**,품질/안전
jclee**,경영전략/관리
jclee**,경영혁신/PI
jclee**,인사
jclee**,교육
jclee**,원가관리
woru**,경영전략/신사업
woru**,영업/구매/유통
woru**,마케팅
dragonkim**,엔지니어링
dragonkim**,마케팅
dragonkim**,Other
seahold**,마케팅전략/브랜딩
seahold**,서비스기획
seahold**,PM
seahold**,온라인마케팅
seahold**,홍보/PR
freakout44**,경영전략/신사업
freakout44**,마케팅
freakout44**,해외영업/무역
freakout44**,제안서/편집디자인
yckimkor**,경영전략/신사업
yckimkor**,온라인마케팅
yckimkor**,해외영업/무역
yckimkor**,B2B영업
chos12**,경영혁신/PI
chos12**,경영전략/관리
chos12**,생산/제조
chos12**,품질/안전
chos12**,공장신축
dollyo**,경영전략/신사업
kmh73**,경영전략/신사업
kmh73**,영업/구매/유통
kmh73**,엔지니어링
tbqp00**,엔지니어링
tbqp00**,경영전략/신사업
stonmo**,인사/총무
stonmo**,경영전략/신사업
stonmo**,CS
yearn**,Other
yearn**,엔지니어링
yearn**,상품기획
ysoo**,마케팅
csy38**,경영전략/신사업
shkim8**,경영전략/신사업
shkim8**,인사
shkim8**,재무/회계/자금
shkim8**,PM
shkim8**,원가관리
gyje**,IT
gyje**,Other
leej**,마케팅
leej**,IT
leej**,Other
leej**,신규사업/BD
leej**,교육
cap208**,경영전략/신사업
cap208**,생산/제조
kss**,경영전략/신사업
kss**,재무/투자
pms97**,마케팅
pms97**,영업/구매/유통
khban**,재무/투자
khban**,IT
khban**,경영전략/신사업
khban**,정부지원사업
hang**,마케팅전략/브랜딩
hang**,시장조사/데이터분석
yhham16**,재무/투자
yhham16**,경영전략/신사업
birdky07**,제안서/편집디자인
birdky07**,마케팅전략/브랜딩
simjh**,재무/투자
simjh**,경영전략/신사업
frankl**,마케팅
frankl**,경영전략/신사업
frankl**,B2C영업
kim155**,경영전략/신사업
kim155**,영업/구매/유통
kim155**,생산/제조
kim155**,공장신축
kim155**,마케팅
TG58**,IT
jkkim88**,마케팅
jkkim88**,경영전략/신사업
jkkim88**,영업/구매/유통
jung77**,IT
jung77**,경영전략/신사업
muse02**,마케팅
muse02**,IT
muse02**,B2C영업
gwihyeons**,IT
gwihyeons**,경영전략/신사업
gwihyeons**,엔지니어링
sycho**,경영전략/신사업
leemyeongj**,구매
leemyeongj**,교육
5s3rgwl**,엔지니어링
johnson**,Other
johnson**,법무/대정부
miraem**,경영전략/신사업
miraem**,Other
miraem**,엔지니어링
miraem**,정부지원사업
hmdragon34**,경영전략/신사업
hmdragon34**,마케팅
luluya**,마케팅
luluya**,경영전략/신사업
caseyh**,마케팅
towinc**,마케팅
towinc**,IT
bookwanso**,재무/회계/자금
bookwanso**,M&A/PMI
bookwanso**,원가관리
bookwanso**,투자/IPO
bookwanso**,신규사업/BD
daegul**,인사
daegul**,총무
daegul**,경영전략/관리
daegul**,신규사업/BD
daegul**,노무
lkyw**,경영전략/관리
lkyw**,품질/안전
lkyw**,일반법무
lkyw**,원가관리
lkyw**,해외영업/무역
lesech**,상품기획
lesech**,해외영업/무역
lesech**,B2B영업
lesech**,시장조사/데이터분석
reo2**,Other
reo2**,연구개발/설계
restart19**,일반법무
restart19**,정부지원사업
paol**,경영전략/관리
paol**,마케팅전략/브랜딩
paol**,상품기획
paol**,신규사업/BD
ykchoi06**,해외영업/무역
ykchoi06**,물류/유통
munso**,경영전략/신사업
munso**,B2B영업
munso**,물류/유통
munso**,해외영업/무역
jchk**,생산/제조
texasm**,서비스기획
texasm**,신규사업/BD
cj116**,B2C영업
cj116**,마케팅전략/브랜딩
cj116**,정부지원사업
cj116**,투자/IPO
cj116**,경영전략/관리
neokoko**,제안서/편집디자인
neokoko**,신규사업/BD
neokoko**,B2B영업
neokoko**,홍보/PR
neokoko**,정부지원사업
vips10**,세무
vips10**,재무/회계/자금
vips10**,원가관리
vips10**,M&A/PMI
vips10**,경영혁신/PI
jislee12**,인사
keibipa**,상품기획
keibipa**,경영혁신/PI
keibipa**,경영전략/관리
cham9020**,B2C영업
cham9020**,구매
cham9020**,해외영업/무역
young10**,정부지원사업
young10**,경영전략/관리
young10**,신규사업/BD
peho03**,M&A/PMI
peho03**,신규사업/BD
peho03**,경영전략/관리
peho03**,B2B영업
peho03**,물류/유통
las20**,B2B영업
las20**,B2C영업
las20**,해외영업/무역
glob**,경영전략/관리
glob**,해외영업/무역
glob**,연구개발/설계
glob**,마케팅전략/브랜딩
glob**,신규사업/BD
pacho**,B2C영업
sbong**,품질/안전
bwit20**,상품기획
bwit20**,신규사업/BD
bwit20**,시장조사/데이터분석
bwit20**,마케팅전략/브랜딩
tb25**,인사
tb25**,교육
tb25**,경영전략/관리
tb25**,M&A/PMI
tb25**,경영혁신/PI
sirina**,경영혁신/PI
sirina**,원가관리
sirina**,생산/제조
sirina**,품질/안전
sirina**,교육
unicamp**,해외영업/무역
unicamp**,B2B영업
unicamp**,B2C영업
beni**,투자/IPO
beni**,일반법무
beni**,M&A/PMI
beni**,재무/회계/자금
beni**,경영전략/관리
Kaixindeyiti**,해외영업/무역
Kaixindeyiti**,B2B영업
Kaixindeyiti**,B2C영업
Kaixindeyiti**,구매
Kaixindeyiti**,CS
tcj40**,신규사업/BD
tcj40**,경영전략/관리
tcj40**,마케팅전략/브랜딩
tcj40**,상품기획
tcj40**,홍보/PR
dhjeung**,신규사업/BD
dhjeung**,경영전략/관리
heejaeju**,경영전략/관리
heejaeju**,인사
heejaeju**,신규사업/BD
heejaeju**,총무
heejaeju**,일반법무
oldhoj**,영업/구매/유통
oldhoj**,디자인/패션
oldhoj**,경영전략/신사업
oldhoj**,Other
KangnamKimbujang**,경영전략/신사업
KangnamKimbujang**,시장조사/데이터분석
KangnamKimbujang**,엔지니어링
KangnamKimbujang**,투자/IPO
KangnamKimbujang**,해외영업/무역
tave**,빅데이터/AI
tave**,해외영업/무역
tave**,B2B영업
tave**,신규사업/BD
tave**,인사/총무
storyh**,제품/공간디자인
Mikelee**,신규사업/BD
Mikelee**,경영혁신/PI
Mikelee**,인사
Mikelee**,경영전략/관리
Mikelee**,마케팅전략/브랜딩
hapidi**,세무
hapidi**,노무
hapidi**,제안서/편집디자인
hapidi**,정부지원사업
hapidi**,일반법무
jere3**,신규사업/BD
jere3**,B2B영업
confusingconfuci**,인사
confusingconfuci**,노무
confusingconfuci**,교육
watang**,경영전략/관리
watang**,마케팅전략/브랜딩
watang**,시장조사/데이터분석
watang**,경영혁신/PI
watang**,신규사업/BD
evlo**,GUI(UI/UX)
eungge**,원가관리
eungge**,구매
eungge**,경영혁신/PI
eungge**,생산/제조
eungge**,경영전략/관리
LogiKwon08**,연구개발/설계
kcia**,재무/회계/자금
kcia**,경영전략/관리
chi8**,경영전략/관리
chi8**,B2B영업
chi8**,마케팅전략/브랜딩
chi8**,B2C영업
DoDosDesi**,제품/공간디자인
kimjongs**,B2B영업
jeon98**,경영전략/관리
jeon98**,마케팅전략/브랜딩
jeon98**,B2B영업
cjmoon94**,재무/회계/자금
cjmoon94**,원가관리
cjmoon94**,투자/IPO
cjmoon94**,세무
jeongsun**,연구개발/설계
jeongsun**,생산/제조
jeongsun**,품질/안전
roktank**,신규사업/BD
roktank**,마케팅전략/브랜딩
roktank**,상품기획
vindadd**,마케팅전략/브랜딩
vindadd**,상품기획
vindadd**,홍보/PR
vindadd**,신규사업/BD
vindadd**,B2C영업
mrmaster**,마케팅전략/브랜딩
mrmaster**,상품기획
mrmaster**,홍보/PR
mrmaster**,B2B영업
mrmaster**,B2C영업
palj**,일반법무
palj**,정부지원사업
palj**,기술/특허
palj**,M&A/PMI
snlco**,정부지원사업
snlco**,교육
snlco**,신규사업/BD
snlco**,경영전략/관리
snlco**,인사
mak**,재무/회계/자금
mak**,교육
prime**,신규사업/BD
prime**,마케팅전략/브랜딩
prime**,시장조사/데이터분석
flalsh**,PM
flalsh**,경영혁신/PI
alps0**,신규사업/BD
alps0**,마케팅전략/브랜딩
alps0**,해외영업/무역
alps0**,투자/IPO
alps0**,엔지니어링
ycshin19**,연구개발/설계
kys330**,신규사업/BD
kys330**,생산/제조
kys330**,경영전략/관리
kys330**,정부지원사업
kys330**,Other
leens**,인사
leens**,경영혁신/PI
leens**,재무/회계/자금
leech**,연구개발/설계
leech**,생산/제조
leech**,경영혁신/PI
leech**,신규사업/BD
leech**,경영전략/관리
chunje10**,신규사업/BD
chunje10**,경영전략/관리
chunje10**,M&A/PMI
chunje10**,투자/IPO
chunje10**,해외영업/무역
ssm**,신규사업/BD
ssm**,PM
ssm**,빅데이터/AI
ssm**,B2B영업
bryans**,B2C영업
bryans**,신규사업/BD
bryans**,마케팅전략/브랜딩
bryans**,경영전략/관리
urrr**,서비스기획
urrr**,마케팅전략/브랜딩
urrr**,광고/영상디자인
urrr**,신규사업/BD
bigwig**,연구개발/설계
silver**,서버개발/앱개발
silver**,연구개발/설계
dwkin**,상품기획
dwkin**,투자/IPO
dwkin**,B2C영업
dwkin**,B2B영업
dwkin**,세무
hawke**,경영혁신/PI
hawke**,경영전략/관리
hawke**,PM
hawke**,생산/제조
hawke**,Other
citk**,GUI(UI/UX)
citk**,빅데이터/AI
citk**,시스템엔지니어
simons**,신규사업/BD
simons**,법무/대정부
simons**,온라인마케팅
simons**,해외영업/무역
jbrn**,연구개발/설계
jbrn**,시스템엔지니어
javaa**,IT
newave20**,교육
newave20**,인사
newave20**,노무
grayho**,경영전략/관리
grayho**,인사/총무
grayho**,재무/회계/자금
grayho**,투자/IPO
grayho**,정부지원사업
bhao**,경영전략/관리
bhao**,CS
bhao**,인사
bhao**,Other
bhao**,연구개발/설계
David03**,생산/제조
David03**,품질/안전
David03**,공장신축
chmin**,B2B영업
chmin**,신규사업/BD
chmin**,연구개발/설계
chmin**,마케팅전략/브랜딩
sehyun**,인사
sehyun**,교육
sehyun**,총무
sehyun**,노무
lky23**,경영전략/관리
lky23**,B2B영업
lky23**,해외영업/무역
lky23**,마케팅전략/브랜딩
dlagml**,교육
dlagml**,생산/제조
dlagml**,경영혁신/PI
dlagml**,온라인마케팅
GJPa**,생산/제조
GJPa**,품질/안전
GJPa**,원가관리
petri**,제품/공간디자인
petri**,상품기획
petri**,마케팅전략/브랜딩
sblim**,해외영업/무역
sblim**,B2B영업
sblim**,B2C영업
sblim**,마케팅전략/브랜딩
sblim**,경영전략/관리
tobet**,생산/제조
tobet**,경영전략/관리
tobet**,품질/안전
tobet**,시장조사/데이터분석
tobet**,정부지원사업
sh50**,B2B영업
sh50**,해외영업/무역
sh50**,마케팅전략/브랜딩
sh50**,물류/유통
sh50**,CS
JANEDG**,해외영업/무역
JANEDG**,신규사업/BD
JANEDG**,구매
JANEDG**,물류/유통
doubletr**,서비스기획
doubletr**,일반법무
doubletr**,B2B영업
doubletr**,상품기획
doubletr**,신규사업/BD
lsk50**,경영전략/관리
lsk50**,일반법무
lsk50**,마케팅전략/브랜딩
19Zodiaque**,연구개발/설계
19Zodiaque**,품질/안전
19Zodiaque**,생산/제조
19Zodiaque**,B2B영업
19Zodiaque**,구매
lsk71**,M&A/PMI
SR1**,물류/유통
SR1**,경영전략/관리
SR1**,품질/안전
SR1**,원가관리
SR1**,PM
ccrider**,공장신축
ccrider**,품질/안전
Koreayoh**,해외영업/무역
Koreayoh**,경영전략/관리
noelc**,구매
noelc**,경영전략/관리
noelc**,제품/공간디자인
noelc**,원가관리
noelc**,상품기획
Worldsmi**,경영혁신/PI
Worldsmi**,생산/제조
Worldsmi**,품질/안전
Worldsmi**,시스템엔지니어
Worldsmi**,물류/유통
BenhurSh**,공장신축
BenhurSh**,생산/제조
esmet**,신규사업/BD
esmet**,원가관리
esmet**,경영전략/관리
esmet**,마케팅전략/브랜딩
esmet**,상품기획
